Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Roboclub,школа робототехники и программирования,Курсы робототехники; Компьютерные курсы,"проспект Республики, 37/2",303а офис,101400,1-й м-н,,Темиртау,Темиртау городская администрация,Карагандинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,2,87750427070 (единый номер: пн-вс 9:00-20:30),,,,http://rclub.kz,,https://instagram.com/roboclub_krg,,,,,,,,,,50.061041,72.985846,https://2gis.com/firm/70000001026606377,branch
Roboclub,школа робототехники и программирования,Курсы робототехники; Компьютерные курсы,"проспект Нуркена Абдирова, 25",,100017,Новый город м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.0,4,87750427070 (единый номер: пн-вс 9:00-20:30),,,,http://rclub.kz,,https://instagram.com/roboclub_krg,,,,,,,,,,49.805931,73.104321,https://2gis.com/firm/70000001022820618,branch
Sabi,детский развивающий центр,Курсы робототехники; Центры раннего развития детей; Частные детские сады; Логопед; Помощь в обучении; Языковые школы,"микрорайон Байкена Ашимова, 21 блок А",,100022,Юго-Восточный м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Пн: 08:30-18:30; Вт: 08:30-18:30; Ср: 08:30-18:30; Чт: 08:30-18:30; Пт: 08:30-18:30; Сб: 08:30-18:30; Вс: 08:30-18:30,+05:00,4.1,42,87058547710,87057381729,,,,,https://instagram.com/sabi_karaganda_,,,https://wa.me/77058547710,,,,,,,49.796399,73.14064,https://2gis.com/firm/70000001075454422,branch
Sana,детский центр развития и подготовки к школе,Курсы робототехники; Центры раннего развития детей; Театральные курсы; Языковые школы,"Голубые пруды микрорайон, 9/3",,100029,Голубые пруды м-н,Алихана Бокейхана район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.6,10,87019813180,,,,,,https://instagram.com/sana_balalar_ortalygy,,,https://wa.me/77019813180,,,,,,,49.835162,73.181163,https://2gis.com/firm/70000001090671107,branch
Sana,детский центр развития и подготовки к школе,Курсы робототехники; Центры раннего развития детей; Театральные курсы; Языковые школы,"микрорайон Степной-4, участок 23/2",напротив ТД Алмаз,100024,Степной-4 м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,8,87019813180,,,,,,https://instagram.com/sana_balalar_ortalygy,,,https://wa.me/77019813180,,,,,,,49.786131,73.151762,https://2gis.com/firm/70000001079959689,branch
Sgs,школа программирования и робототехники,Курсы робототехники; Компьютерные курсы,"Университетская улица, 36",12 кабинет; 1 этаж,100026,Юго-Восточный м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87479950401,,,,,,https://instagram.com/sgs.krg,,,https://wa.me/77479950401,,,,,,,49.774564,73.122196,https://2gis.com/firm/70000001090150300,branch
Байт,школа робототехники,Курсы робототехники; Детские / подростковые клубы; Компьютерные курсы,"улица Кузембаева, 32",109 кабинет,100018,17-й м-н,Алихана Бокейхана район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи),+05:00,5.0,4,87072525095 (прием заявок: пн-пт 10:00-19:00),,,,http://1bt.kz,,https://instagram.com/1bt.kz,,,https://wa.me/77072525095,,,,https://t.me/bytekz,,,49.885653,73.195594,https://2gis.com/firm/70000001029027006,branch
Байт,школа робототехники,Курсы робототехники; Детские / подростковые клубы; Компьютерные курсы,"микрорайон Гульдер-1, 1/2",115 кабинет; в школе-лицей им. Ы. Алтынсарина,100024,Юго-Восточный м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи),+05:00,5.0,7,87072525095 (прием заявок: пн-пт 10:00-19:00),,,,http://1bt.kz,,https://instagram.com/1bt.kz,,,https://wa.me/77072525095,,,,https://t.me/bytekz,,,49.791825,73.157642,https://2gis.com/firm/70000001026876554,branch
Байт,школа робототехники,Курсы робототехники,"проспект Бухар-жырау, 20",309 офис; 3 этаж,100012,Новый город м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,Сб: 09:30-19:00; Вс: 09:30-19:00 (по предварительной записи),+05:00,3.7,6,87072525095 (прием заявок: пн-пт 10:00-19:00),,,,http://1bt.kz,,https://instagram.com/1bt.kz,,,https://wa.me/77072525095,,,,,,,49.813464,73.080715,https://2gis.com/firm/70000001026816115,branch
Дворец школьников №2,Отдел образования г. Караганды,Курсы робототехники; Компьютерные курсы; Обучение танцам; Центры раннего развития детей,"141-й учетный квартал, ст690",,100024,Юго-Восточный м-н,Казыбек Би район,Караганда,Караганда городская администрация,Карагандинская область,Казахстан,"Пн: 08:00-13:00, 14:00-19:00; Вт: 08:00-13:00, 14:00-19:00; Ср: 08:00-13:00, 14:00-19:00; Чт: 08:00-13:00, 14:00-19:00; Пт: 08:00-13:00, 14:00-19:00; Сб: 08:00-13:00, 14:00-19:00; Вс: 08:00-13:00, 14:00-19:00",+05:00,,,87212604479,,,,http://os2krg.kz/,,https://instagram.com/oqushylarsaraiy_2_krg,https://facebook.com/profile.php?id=100080520738442,,,,,,,,,49.793072,73.148001,https://2gis.com/firm/70000001094986613,branch
Bolashaq saraiy,При Управлении Образования Акмолинской области,Курсы робототехники; Детские / подростковые клубы; Спортивные секции; Обучение танцам; Курсы вокала,"микрорайон Коктем, 9/1",,020000,Коктем м-н,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,"Пн: 08:00-13:00, 14:15-18:00; Вт: 08:00-13:00, 14:15-18:00; Ср: 08:00-13:00, 14:15-18:00; Чт: 08:00-13:00, 14:15-18:00; Пт: 08:00-13:00, 14:15-18:00; Сб: 08:00-13:00, 14:15-18:00; Вс: 08:00-13:00, 14:15-18:00 (приём документов: пн-пт)",+05:00,3.4,46,87162524361,,,,,,https://instagram.com/bs_aqmola,,,,,,,,,https://youtube.com/bolashaqsaraiy1109,53.312751,69.381989,https://2gis.com/firm/70000001046243574,branch
Boyau,центр детского творчества,Курсы робототехники; Компьютерные курсы,"улица Акан Серэ, 51",,020000,,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,"Пн: 09:00-12:00, 14:00-21:00; Вт: 09:00-12:00, 14:00-21:00; Ср: 09:00-12:00, 14:00-21:00; Чт: 09:00-12:00, 14:00-21:00; Пт: 09:00-12:00, 14:00-21:00; Сб: 09:00-12:00, 14:00-21:00",+05:00,,,87477527671,,,,,,https://instagram.com/boyau.kokshetau,,,,,,,,,,53.279836,69.369393,https://2gis.com/firm/70000001081538162,branch
Boyau,центр детского творчества,Курсы робототехники; Обучение танцам; Изготовление макетов / Прототипирование,"проспект Абылай хана, 1",,020000,,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,"Пн: 09:00-12:00, 14:00-21:00; Вт: 09:00-12:00, 14:00-21:00; Ср: 09:00-12:00, 14:00-21:00; Чт: 09:00-12:00, 14:00-21:00; Пт: 09:00-12:00, 14:00-21:00; Сб: 09:00-12:00, 14:00-21:00",+05:00,4.6,20,87023228654,,,,,,https://instagram.com/boyau.kokshetau,,,,,,,,,,53.3008,69.39279,https://2gis.com/firm/70000001061962877,branch
I.T.Expert,компания,Курсы робототехники; Автоматизация торговли; Контрольно-кассовая техника; Оборудование для автоматизации торговли; Бухгалтерские программы,"улица Шакарима Кудайбердиева, 72а",1 этаж; 6 офис,020000,,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,4.8,19,87476577795,87084445025,,,http://iteltd.kz,,https://instagram.com/_itexpert,,,https://wa.me/77476577795,https://wa.me/77084445025,,,,,,53.287002,69.392589,https://2gis.com/firm/70000001035474977,branch
Pixel,онлайн-школа программирования для детей,Курсы робототехники; Компьютерные курсы,,,,,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+05:00,,,87172640281,,,,http://kz.pixel.study,,,,,,,,,,,,,,https://2gis.com/firm/70000001076398232,branch
RoboLatory,школа робототехники,Курсы робототехники,"улица Еркина Ауельбекова, 32",,020000,,,Кокшетау,Кокшетау городская администрация,Акмолинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,10,,,,,,,https://instagram.com/robolatorykz,,,https://wa.me/77476333149,,,,,,,53.281307,69.365737,https://2gis.com/firm/70000001092523086,branch
Robotek`s,детский образовательный центр,Курсы робототехники; Центры раннего развития детей; Языковые школы; Спортивно-интеллектуальные клубы,"3-й микрорайон, 45",,,3-й м-н,,Степногорск,Степногорск городская администрация,Акмолинская область,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00; Вс: 10:00-13:00, 14:00-18:00",+05:00,,,87056729000 (контакт-центр: пн-вс 10:00-18:00),,,,,,https://instagram.com/roboteks_step,,,,,,,,,,52.349202,71.887491,https://2gis.com/firm/70000001061154121,branch
